NO,허가일자,상호,설비용량(KW),설치장소,상태,사업개시일,데이터기준일자
847,2018-05-31,애송태양광발전소,497.25,제주특별자치도 제주시 조천읍 조천리 69번지 외74.75.66-2,사업개시,2020-07-31,2024-06-30
848,2018-05-31,제주감귤104호 태양광발전소,499.8,제주특별자치도 제주시 한림읍 상대리 88번지 외1필지(91),사업개시,2020-06-18,2024-06-30
849,2018-05-31,제주감귤113호 태양광발전소,819,제주특별자치도 제주시 한림읍 월림리 371번지,사업개시,2020-07-31,2024-06-30
850,2018-05-31,순애태양광발전소,249.6,제주특별자치도 제주시 영평동 1207번지 외1필지(1208),사업개시,2019-04-08,2024-06-30
851,2018-05-31,정선2호 태양광발전소,99.28,제주특별자치도 제주시 한경면 저지리 1738-6 .1739-3.1740-1,사업개시,2020-12-01,2024-06-30
852,2018-05-31,해맑은태양광발전소,97.2,제주특별자치도 제주시 애월읍 상귀리 3-4,사업개시,2018-12-06,2024-06-30
853,2018-05-31,365일에너지2태양광발전소,497.28,제주특별자치도 제주시 한경면 판포리 1045-1 외4필지(1045-2.1025.1026.1027),사업개시,2019-12-20,2024-06-30
854,2018-06-12,오름제주 태양광발전소,546.48,제주특별자치도 서귀포시 표선면 가시리 2561번지,사업개시,2020-12-11,2024-06-30
855,2018-06-12,표선 태양광발전소,918,제주특별자치도 서귀포시 표선면 가시리 1612번지,사업개시,2020-09-07,2024-06-30
856,2018-06-12,태양6호 태양광발전소,498.42,제주특별자치도 서귀포시 안덕면 상천리 764-2,사업개시,2020-10-21,2024-06-30
857,2018-06-12,이수 태양광발전소,496.4,제주특별자치도 서귀포시 호근동 958번지,사업개시,2019-01-02,2024-06-30
858,2018-06-12,란 태양광발전소,197.02,제주특별자치도 서귀포시 대정읍 동일리 1226번지,사업개시,2019-01-31,2024-06-30
859,2018-06-12,수 태양광발전소,446.22,제주특별자치도 서귀포시 대정읍 안성리 1102-1,사업개시,2022-01-21,2024-06-30
860,2018-06-18,리코태양광발전소,254.8,제주특별자치도 제주시 오등동 1837-18,사업개시,2019-03-11,2024-06-30
861,2018-06-18,노을 태양광발전소,99.12,제주특별자치도 제주시 한림읍 금악리 663-4,사업개시,2020-12-28,2024-06-30
862,2018-06-18,문수태양광발전소,99.62,제주특별자치도 제주시 애월읍 광령리 322번지,사업개시,2019-01-29,2024-06-30
863,2018-06-18,오름태양광발전소,299.2,제주특별자치도 제주시 한림읍 금악리 1063번지 외1필지(1064),사업개시,2020-07-31,2024-06-30
864,2018-06-18,우리태양광발전소,496.8,제주특별자치도 제주시 조천읍 대흘리 2384-1,사업개시,2019-05-28,2024-06-30
865,2018-06-21,귀덕태양광발전소,492.75,제주특별자치도 제주시 한림읍 귀덕리 292번지,사업개시,2021-01-12,2024-06-30
866,2018-06-21,한성태양광발전소,19.88,제주특별자치도 제주시 이도일동 1349-1,사업개시,2018-11-05,2024-06-30
867,2018-06-21,혁정 2호 태양광발전소,498,제주특별자치도 서귀포시 남원읍 신흥리 1805번지,사업개시,2019-03-30,2024-06-30
868,2018-06-21,혁정 1호 태양광발전소,497,제주특별자치도 서귀포시 남원읍 신흥리 1805번지,사업개시,2019-03-30,2024-06-30
869,2018-06-21,유현 태양광발전소,99.36,제주특별자치도 서귀포시 대정읍 안성리 258번지,사업개시,2019-03-04,2024-06-30
870,2018-06-21,가온 태양광발전소,347.76,제주특별자치도 서귀포시 대정읍 인성리 53-1,사업개시,2019-05-01,2024-06-30
871,2018-06-21,동선 태양광발전소,99.36,제주특별자치도 서귀포시 안덕면 덕수리 417번지,사업개시,2019-02-08,2024-06-30
872,2018-06-21,신산 태양광발전소,492.75,제주특별자치도 서귀포시 성산읍 신산리 1564-6,사업개시,2019-01-21,2024-06-30
873,2018-06-27,성준태양광발전소,99,제주특별자치도 제주시 한림읍 상대리 1430번지,사업개시,2021-01-26,2024-06-30
874,2018-06-27,금준 태양광발전소,99,제주특별자치도 제주시 한림읍 상대리 1430번지,사업개시,2021-01-26,2024-06-30
875,2018-06-27,고산리2호에너지,486,제주특별자치도 제주시 한경면 고산리 859번지 외5필지(858.862.863.945.946),사업개시,2020-01-30,2024-06-30
876,2018-06-27,고산리1호에너지,297,제주특별자치도 제주시 한경면 고산리 948번지 외2필지(949.951),사업개시,2020-01-30,2024-06-30
877,2018-06-27,일성3호태양광발전소,98.8,제주특별자치도 제주시 한림읍 금악리 947-1 외1필지(947-2),사업개시,2021-03-22,2024-06-30
878,2018-06-27,일성1호태양광발전소,99,제주특별자치도 제주시 한림읍 금악리 3268-1,사업개시,2022-01-01,2024-06-30
879,2018-06-27,철민태양광발전소,97.28,제주특별자치도 제주시 한림읍 금악리 2891번지,사업개시,2020-08-28,2024-06-30
880,2018-06-27,용남태양광발전소,97.28,제주특별자치도 제주시 한림읍 금능리 766번지 외1필지(767-1),사업개시,2020-10-08,2024-06-30
881,2018-06-28,하천리상동2호 태양광발전소,248.2,제주특별자치도 서귀포시 표선면 하천리 1259번지,사업개시,2019-04-26,2024-06-30
882,2018-06-28,하천리상동1호 태양광발전소,297.84,제주특별자치도 서귀포시 표선면 하천리 1259번지 .1307-1번지,사업개시,2019-04-26,2024-06-30
883,2018-06-28,누리 태양광발전소,148.92,제주특별자치도 서귀포시 성산읍 신산리 1564-6,사업개시,2019-01-21,2024-06-30
884,2018-06-28,시영 태양광발전소,198.7,제주특별자치도 서귀포시 남원읍 한남리 379번지,사업개시,2020-10-08,2024-06-30
885,2018-06-28,서귀포세화솔라 발전소,981.75,제주특별자치도 서귀포시 표선면 세화리 3번지 .771번지,사업개시,2021-06-28,2024-06-30
886,2018-06-28,삼달2호 태양광발전소,99.36,제주특별자치도 서귀포시 성산읍 신산리 1848-8,사업개시,2020-07-09,2024-06-30
887,2018-06-28,케이원 태양광발전소,993.51,제주특별자치도 서귀포시 남원읍 수망리 999-1,사업개시,2020-12-01,2024-06-30
888,2018-06-28,우리별 태양광발전소,855.36,제주특별자치도 서귀포시 표선면 성읍리 326-2 번지.326-3번지.326-4번지,사업개시,2021-07-19,2024-06-30
889,2018-07-02,휴먼4호에너지,995.04,제주특별자치도 제주시 구좌읍 종달리 산 7번지 외5필지(3515.3519.3520.3522.3523),사업개시,2022-03-04,2024-06-30
890,2018-07-02,민솔라6호태양광발전소,99.36,제주특별자치도 제주시 조천읍 와산리 1488-9 외1필지(1488-10),사업개시,2019-04-26,2024-06-30
891,2018-07-02,민솔라5호태양광발전소,99.06,제주특별자치도 제주시 조천읍 와산리 1488-9 외1필지(1488-10),사업개시,2019-04-26,2024-06-30
892,2018-07-02,평대 태양광발전소,695.25,제주특별자치도 제주시 구좌읍 평대리 2825번지,사업개시,2020-09-07,2024-06-30
893,2018-07-02,한동 태양광발전소,996.45,제주특별자치도 제주시 구좌읍 한동리 2452번지 외1필지(2482),사업개시,2021-05-18,2024-06-30
894,2018-07-03,종달리신화3호에너지,997.92,제주특별자치도 제주시 구좌읍 종달리 3529번지 외3필지(3530-1.산6.산8-1),사업개시,2022-07-12,2024-06-30
895,2018-07-05,월평태양광발전소,553.5,제주특별자치도 제주시 월평동 218번지,사업개시,2019-12-21,2024-06-30
896,2018-07-05,신촌NS발전소3,99.36,제주특별자치도 제주시 조천읍 신촌리 401-2 외976,사업개시,2019-05-23,2024-06-30
897,2018-07-05,신촌NS발전소2,99.36,제주특별자치도 제주시 조천읍 신촌리 401-3 외975,사업개시,2019-05-23,2024-06-30
898,2018-07-05,신촌NS발전소,99.36,제주특별자치도 제주시 조천읍 신촌리 401-4,사업개시,2019-05-23,2024-06-30
899,2018-07-05,북촌태양광발전소,483.12,제주특별자치도 제주시 조천읍 북촌리 2012-2 외2필지(2013.2016),사업개시,2019-10-18,2024-06-30
900,2018-07-05,종달4호태양광,99,제주특별자치도 제주시 구좌읍 종달리 3785-7 .3785-10.3787,사업개시,2021-11-22,2024-06-30
901,2018-07-05,종달3호태양광,99,제주특별자치도 제주시 구좌읍 종달리 3785-4 .3785-6.3785-9.3787-2,사업개시,2021-11-22,2024-06-30
902,2018-07-05,종달1호태양광,99,제주특별자치도 제주시 구좌읍 종달리 3785번지 .3785-3.3787-3,사업개시,2021-11-22,2024-06-30
903,2018-07-05,용수리태양광발전소,888.93,제주특별자치도 제주시 한경면 용수리 457번지 536.539,사업개시,2020-10-21,2024-06-30
904,2018-07-05,제주오름태양광발전소,403.9,제주특별자치도 제주시 월평동 222번지,사업개시,2019-11-07,2024-06-30
905,2018-07-06,주현 2호 태양광발전소,99.36,제주특별자치도 서귀포시 대정읍 영락리 646번지,사업개시,2019-12-01,2024-06-30
906,2018-07-06,주현 1호 태양광발전소,99.36,제주특별자치도 서귀포시 대정읍 영락리 646번지,사업개시,2019-03-04,2024-06-30
907,2018-07-06,남원 태양광발전소,709.02,제주특별자치도 서귀포시 남원읍 수망리 999-2 .999-8,사업개시,2020-12-01,2024-06-30
908,2018-07-06,수망 태양광발전소,999,제주특별자치도 서귀포시 남원읍 수망리 977번지,사업개시,2020-09-07,2024-06-30
909,2018-07-09,애월태양광발전소,673.2,제주특별자치도 제주시 애월읍 봉성리 4289-1 외6필지(4289-2.4289-3.4301-1.4290.4296.4297),사업개시,2020-12-01,2024-06-30
910,2018-07-09,민서태양광발전소,99.16,제주특별자치도 제주시 한경면 조수리 2064-2 외2064-3,사업개시,2019-12-25,2024-06-30
911,2018-07-09,현아태양광발전소,99.16,제주특별자치도 제주시 한경면 조수리 2064-1,사업개시,2019-12-25,2024-06-30
912,2018-07-09,도송태양광발전소,197.02,제주특별자치도 제주시 한림읍 동명리 110-2,사업개시,2019-01-30,2024-06-30
913,2018-07-09,무릉이태양광발전소,489.6,제주특별자치도 제주시 한경면 고산리 731번지 외1필지(733),사업개시,2020-07-13,2024-06-30
914,2018-07-09,해나라태양광발전소,98.8,제주특별자치도 제주시 한경면 금등리 480번지,사업개시,2019-03-07,2024-06-30
915,2018-07-09,일등태양광발전소,98.8,제주특별자치도 제주시 한경면 금등리 458-3,사업개시,2019-04-16,2024-06-30
916,2018-07-09,웅임태양광발전소,99.53,제주특별자치도 제주시 한림읍 상대리 982-1,사업개시,2019-09-23,2024-06-30
917,2018-07-09,금악 태양광발전소,910.8,제주특별자치도 제주시 한림읍 금악리 3364번지,사업개시,2021-02-04,2024-06-30
918,2018-07-09,건우태양광발전소,276,제주특별자치도 제주시 한경면 두모리 1643번지 외1필지(1644),사업개시,2019-04-15,2024-06-30
919,2018-07-09,우리태양광발전소,744.48,제주특별자치도 제주시 애월읍 봉성리 362번지,사업개시,2020-12-07,2024-06-30
920,2018-07-18,평대부민태양광발전소,993.6,제주특별자치도 제주시 구좌읍 평대리 2702-1 외1필지(2707),사업개시,2021-10-20,2024-06-30
921,2018-07-18,평대2호태양광발전소,98.58,제주특별자치도 제주시 구좌읍 평대리 1331번지,사업개시,2023-12-29,2024-06-30
922,2018-07-18,평대1호태양광발전소,98.58,제주특별자치도 제주시 구좌읍 평대리 1331번지,사업개시,2023-12-29,2024-06-30
923,2018-07-18,레드썬,99.36,제주특별자치도 제주시 조천읍 와산리 1385번지,사업개시,2019-03-04,2024-06-30
924,2018-07-18,블루썬,99.36,제주특별자치도 제주시 조천읍 와산리 1385-4,사업개시,2019-03-04,2024-06-30
925,2018-07-18,현대태양광발전소,999,제주특별자치도 제주시 조천읍 대흘리 1861번지 외6필지(1844-7.1842.1841.1871.1863.1861-1),사업개시,2021-01-04,2024-06-30
926,2018-07-18,공혁태양광발전소,198.72,제주특별자치도 제주시 한림읍 금악리 308-2,사업개시,2019-05-15,2024-06-30
927,2018-07-23,도원 3호 솔라원,298.08,제주특별자치도 서귀포시 성산읍 시흥리 2483-4,사업개시,2021-04-29,2024-06-30
928,2018-07-23,강원 2호 솔라원,298.08,제주특별자치도 서귀포시 성산읍 시흥리 2483-4,사업개시,2021-04-29,2024-06-30
929,2018-07-23,창영 2호 솔라원,397.44,제주특별자치도 서귀포시 성산읍 시흥리 2483-4,사업개시,2021-04-29,2024-06-30
930,2018-07-23,탐라태양광발전소,712.8,제주특별자치도 서귀포시 표선면 가시리 1613-2 .1638,사업개시,2020-12-07,2024-06-30
931,2018-07-23,동현햇빛 발전소,460.08,제주특별자치도 서귀포시 안덕면 상창리 2262-3 외2262-4.2262-5,사업개시,2019-06-26,2024-06-30
932,2018-07-24,호성태양광발전소,97.2,제주특별자치도 제주시 한림읍 금악리 2430번지,사업개시,2021-01-26,2024-06-30
933,2018-07-24,해피제주태양광발전소,196.56,제주특별자치도 제주시 한경면 저지리 2309번지,사업개시,2021-11-15,2024-06-30
934,2018-07-24,금강태양광발전소,98.8,제주특별자치도 제주시 한림읍 동명리 319-2,사업개시,2020-06-15,2024-06-30
935,2018-07-24,소원태양광발전소,298.22,제주특별자치도 제주시 한림읍 상명리 96번지,사업개시,2020-04-29,2024-06-30
936,2018-07-24,부미태양광발전소,742.56,제주특별자치도 제주시 한경면 고산리 3051-1,사업개시,2020-10-29,2024-06-30
937,2018-07-25,제주감귤112-3호 태양광발전소,735.28,제주특별자치도 서귀포시 남원읍 한남리 1025-2 .1028.1029-1,사업개시,2021-01-05,2024-06-30
938,2018-07-25,제주감귤112-2호 태양광발전소,808.08,제주특별자치도 서귀포시 남원읍 한남리 1029-1 .1029-2,사업개시,2021-01-05,2024-06-30
939,2018-07-25,제주감귤112-1호 태양광발전소,786.24,제주특별자치도 서귀포시 남원읍 한남리 1029-1 .1029-2,사업개시,2021-01-05,2024-06-30
940,2018-07-25,정포 2호 태양광발전소,99.06,제주특별자치도 서귀포시 대정읍 안성리 1165번지,사업개시,2019-05-28,2024-06-30
941,2018-07-25,정포 1호 태양광발전소,99.06,제주특별자치도 서귀포시 대정읍 안성리 1165번지,사업개시,2019-05-28,2024-06-30
942,2018-07-25,우주2호 태양광발전소,99.36,제주특별자치도 서귀포시 남원읍 의귀리 1751번지,사업개시,2021-11-12,2024-06-30
943,2018-07-25,우주1호 태양광발전소,99.36,제주특별자치도 서귀포시 남원읍 의귀리 1751번지,사업개시,2021-11-02,2024-06-30
944,2018-07-25,해든햇빛 태양광발전소,199.8,제주특별자치도 서귀포시 대정읍 신도리 659번지,사업개시,2019-08-12,2024-06-30
945,2018-07-26,제우에너지,295.87,제주특별자치도 제주시 한경면 조수리 664-1 .667-1.667-2.692-1.665-2,사업개시,2020-07-13,2024-06-30
946,2018-07-26,보타리팜태양광발전소,197.6,제주특별자치도 제주시 한림읍 동명리 641번지,사업개시,2019-06-12,2024-06-30
947,2018-07-26,제주감귤162호 태양광발전소,497,제주특별자치도 제주시 애월읍 상가리 709-1 외3필지(709-2.712-3.363),사업개시,2020-07-09,2024-06-30
948,2018-07-26,금악태양광발전소1호,99.75,제주특별자치도 제주시 한림읍 금악리 611-9,사업개시,2021-12-24,2024-06-30
949,2018-07-31,태현전력태양광발전소,89.79,제주특별자치도 제주시 한림읍 상명리 1567번지,사업개시,2020-04-18,2024-06-30
950,2018-08-01,혁이네태양광발전소,97.02,제주특별자치도 제주시 한림읍 명월리 1264번지,사업개시,2022-10-11,2024-06-30
951,2018-08-01,케이그린에너지18호,498.96,제주특별자치도 서귀포시 성산읍 삼달리 1975-4,사업개시,2021-11-15,2024-06-30
952,2018-08-01,케이그린에너지17호,49.68,제주특별자치도 서귀포시 성산읍 삼달리 1975번지,사업개시,2021-11-15,2024-06-30
953,2018-08-01,케이그린에너지 16호,99.36,제주특별자치도 서귀포시 성산읍 삼달리 1975번지,사업개시,2021-11-15,2024-06-30
954,2018-08-01,(유)케이그린에너지 15호,498.96,제주특별자치도 서귀포시 성산읍 삼달리 1975번지,사업개시,2021-08-12,2024-06-30
955,2018-08-01,케이그린에너지14호,99.36,제주특별자치도 서귀포시 성산읍 삼달리 1975-6,사업개시,2021-08-12,2024-06-30
956,2018-08-01,케이그린에너지13호,99.36,제주특별자치도 서귀포시 성산읍 삼달리 1975-8,사업개시,2021-08-12,2024-06-30
957,2018-08-01,케이그린에너지12호,99.36,제주특별자치도 서귀포시 성산읍 삼달리 1975-9,사업개시,2021-08-12,2024-06-30
958,2018-08-01,월산 1 태양광발전소,99.36,제주특별자치도 서귀포시 남원읍 의귀리 94번지,사업개시,2019-08-23,2024-06-30
959,2018-08-01,우일솔라 태양광발전소,463.32,제주특별자치도 서귀포시 표선면 세화리 768번지,사업개시,2019-03-04,2024-06-30
960,2018-08-02,주강 태양광발전소,394.2,제주특별자치도 서귀포시 남원읍 신흥리 2215번지,사업개시,2020-12-01,2024-06-30
961,2018-08-02,삼원 태양광발전소,492.75,제주특별자치도 서귀포시 성산읍 난산리 1840번지,사업개시,2019-03-04,2024-06-30
962,2018-08-02,제주 솔라코어 태양광발전소,668.16,제주특별자치도 서귀포시 상예동 4122번지 .4122-1.4078.4078-1,사업개시,2021-01-26,2024-06-30
963,2018-08-02,람세스 태양광발전소,297,제주특별자치도 서귀포시 안덕면 상천리 480-4 .480-21.480-22.480-50.480-51.480-49,사업개시,2020-10-29,2024-06-30
964,2018-08-06,건우2호 태양광발전소,99.36,제주특별자치도 제주시 한림읍 상대리 1017-2,사업개시,2019-08-09,2024-06-30
965,2018-08-06,건우1호 태양광발전소,99.36,제주특별자치도 제주시 한림읍 상대리 1017번지,사업개시,2019-08-09,2024-06-30
966,2018-08-06,와이솔라4호태양광발전소,99.36,제주특별자치도 제주시 조천읍 교래리 271-3,사업개시,2019-04-26,2024-06-30
967,2018-08-06,와이솔라3호태양광발전소,99.36,제주특별자치도 제주시 조천읍 교래리 271-3,사업개시,2019-04-26,2024-06-30
968,2018-08-06,금재 태양광발전소,199.8,제주특별자치도 제주시 한림읍 금악리 3298-3 .3299-2.3300-2.3305-2,사업개시,2021-01-26,2024-06-30
969,2018-08-06,신성 태양광발전소,199.8,제주특별자치도 제주시 한림읍 금악리 3298-2 .3299-1.3300-1.3305-1,사업개시,2021-01-26,2024-06-30
970,2018-08-06,금한2호 태양광발전소,496.8,제주특별자치도 제주시 한림읍 금악리 3296번지 외3298-1.3305.3307-3,사업개시,2021-01-04,2024-06-30
971,2018-08-08,영락 태양광발전소,97.92,제주특별자치도 서귀포시 대정읍 영락리 396번지,사업개시,2018-11-02,2024-06-30
972,2018-08-08,주현 3호 태양광발전소,299.7,제주특별자치도 서귀포시 대정읍 영락리 599번지 .600-1번지,사업개시,2019-08-12,2024-06-30
973,2018-08-08,솔라파크 서귀포 한남 1호,999.6,제주특별자치도 서귀포시 남원읍 한남리 1035번지,사업개시,2021-07-29,2024-06-30
974,2018-08-08,솔라파크 서귀포 한남 2호,997.92,제주특별자치도 서귀포시 남원읍 한남리 177번지,사업개시,2021-05-14,2024-06-30
975,2018-08-08,태공 1호 태양광발전소,99.36,제주특별자치도 서귀포시 남원읍 수망리 947-11,사업개시,2019-06-18,2024-06-30
976,2018-08-14,성앤준태양광발전소,98.42,제주특별자치도 제주시 조천읍 대흘리 945번지 외943-4.944,사업개시,2020-01-03,2024-06-30
977,2018-08-14,곱은달태양광발전소,498.76,제주특별자치도 제주시 조천읍 대흘리 945번지 외943-4,사업개시,2020-02-04,2024-06-30
978,2018-08-16,정우 태양광발전소,299.7,제주특별자치도 서귀포시 대정읍 영락리 608번지 .627번지.585번지,사업개시,2019-08-12,2024-06-30
979,2018-08-16,엠제이 태양광발전소,198.51,제주특별자치도 서귀포시 표선면 세화리 2256-2,사업개시,2020-03-03,2024-06-30
980,2018-08-16,란2호 태양광발전소,198.51,제주특별자치도 서귀포시 표선면 세화리 2256번지 .2256-2번지,사업개시,2020-03-20,2024-06-30
981,2018-08-16,현원1호 태양광발전소,299.7,제주특별자치도 서귀포시 대정읍 신도리 2284번지 2286-1.2286-4,사업개시,2019-12-12,2024-06-30
982,2018-08-16,주식회사 원더풀 태양광발전소 가시리 1호,921.3,제주특별자치도 서귀포시 표선면 가시리 2611-3 .2611-4.2611-5,사업개시,2019-07-11,2024-06-30
983,2018-08-20,현원2호 태양광발전소,99.06,제주특별자치도 제주시 한경면 두모리 340-1 외1필지(340-2),사업개시,2019-08-09,2024-06-30
984,2018-08-20,은오름태양광발전소,98.4,제주특별자치도 제주시 한림읍 금악리 3181-2 .3184-2.3190-9,사업개시,2021-11-15,2024-06-30
985,2018-08-20,유민2태양광발전소,99.45,제주특별자치도 제주시 애월읍 유수암리 산 1-6,사업개시,2019-11-28,2024-06-30
986,2018-08-20,유민1 태양광발전소,498.42,제주특별자치도 제주시 애월읍 광령리 산 162번지,사업개시,2019-08-09,2024-06-30
987,2018-08-20,영관태양광발전소,401.76,제주특별자치도 제주시 애월읍 어음리 1203-1,사업개시,2019-07-26,2024-06-30
988,2018-08-20,제주감귤태양광198호 태양광발전소,486,제주특별자치도 제주시 구좌읍 세화리 1879-15 외1879-49.1879-55.1879-3,사업개시,2021-01-21,2024-06-30
989,2018-08-20,제주감귤태양광197호 태양광발전소,486,제주특별자치도 제주시 구좌읍 세화리 1879-15 외1879-49,사업개시,2021-01-21,2024-06-30
990,2018-08-20,청수반딧불이2호발전소,30.24,제주특별자치도 제주시 한경면 청수리 1566-3,사업개시,2019-01-22,2024-06-30
991,2018-08-20,청수반딧불이1호발전소,40.32,제주특별자치도 제주시 한경면 청수리 1570-1 외2필지(1571.1572-3),사업개시,2019-01-22,2024-06-30
992,2018-08-21,모구리 태양광발전소,99.36,제주특별자치도 서귀포시 표선면 성읍리 244-3,사업개시,2022-12-07,2024-06-30
993,2018-08-21,솔뱅 태양광발전소,473.04,제주특별자치도 서귀포시 남원읍 위미리 3741번지,사업개시,2019-08-08,2024-06-30
994,2018-08-21,쏠 에너지,496.8,제주특별자치도 서귀포시 표선면 성읍리 252번지 외254-4.253-1,사업개시,2020-10-16,2024-06-30
995,2018-08-21,햇살처럼2호 태양광발전소,198.72,제주특별자치도 서귀포시 표선면 성읍리 252번지,사업개시,2020-10-19,2024-06-30
996,2018-08-21,햇살처럼1호 태양광발전소,496.8,제주특별자치도 서귀포시 표선면 성읍리 254-5,사업개시,2021-10-29,2024-06-30
997,2018-08-21,제주일출 4호 태양광발전소,198.72,제주특별자치도 서귀포시 표선면 성읍리 252번지 .254-4번지,사업개시,2020-10-16,2024-06-30
998,2018-08-21,제주일출 3호 태양광발전소,198.72,제주특별자치도 서귀포시 표선면 성읍리 252번지,사업개시,2020-10-19,2024-06-30
999,2018-08-21,제주일출 2호 태양광발전소,496.8,제주특별자치도 서귀포시 표선면 성읍리 252-7,사업개시,2020-10-16,2024-06-30
1000,2018-08-21,제주일출 1호 태양광발전소,496.8,제주특별자치도 서귀포시 표선면 성읍리 252번지 외254-4.253-1,사업개시,2020-10-19,2024-06-30
1001,2018-08-21,제주가시리 태양광발전소,972,제주특별자치도 서귀포시 표선면 가시리 2603번지 .2600번지,사업개시,2021-07-12,2024-06-30
1002,2018-08-21,햇빛에너지 태양광발전소,952.56,제주특별자치도 서귀포시 표선면 가시리 2603번지 .2600번지,사업개시,2021-07-12,2024-06-30
1003,2018-08-24,킴스1호 태양광발전소,60.39,제주특별자치도 제주시 한림읍 상대리 207-33,사업개시,2020-08-05,2024-06-30
1004,2018-08-24,인성태양광발전소,356.4,제주특별자치도 제주시 한경면 청수리 3131-3,사업개시,2020-11-03,2024-06-30
1005,2018-08-24,정석태양광발전소,198.72,제주특별자치도 제주시 한림읍 금악리 2199번지 외2206-5.2206-6,사업개시,2020-12-07,2024-06-30
1006,2018-08-24,두못개 태양광발전소,98.42,제주특별자치도 제주시 한경면 두모리 1963번지,사업개시,2019-08-12,2024-06-30
1007,2018-08-24,영조3호 태양광발전소,99.16,제주특별자치도 제주시 한경면 청수리 603-1 1365-6,사업개시,2020-12-01,2024-06-30
1008,2018-08-24,해나태양광발전소,259.74,제주특별자치도 제주시 한경면 판포리 2429-1 외2필지(2429-2.2429-3),사업개시,2019-07-25,2024-06-30
1009,2018-08-29,(주)원더풀태양광발전소덕천리2호,720,제주특별자치도 제주시 구좌읍 덕천리 932번지,사업개시,2020-03-03,2024-06-30
1010,2018-08-29,맑은제주태양광발전소,443.52,제주특별자치도 제주시 월평동 222번지 외223.224,사업개시,2019-11-07,2024-06-30
1011,2018-09-06,마고1 태양광발전소,295.65,제주특별자치도 제주시 한림읍 상대리 1295-1,사업개시,2019-07-09,2024-06-30
1012,2018-09-13,가시리 태양광발전소,997.6,제주특별자치도 서귀포시 표선면 가시리 2246-1,사업개시,2024-01-05,2024-06-30
1013,2018-09-13,성읍리 태양광발전소,997.6,제주특별자치도 서귀포시 표선면 성읍리 2820번지,사업개시,2023-02-27,2024-06-30
1014,2018-09-13,모아에너지 태양광발전소,198.8,제주특별자치도 서귀포시 상예동 4080번지,사업개시,2020-10-29,2024-06-30
1015,2018-09-13,아름 발전소,997.92,제주특별자치도 서귀포시 표선면 가시리 2615번지 외2615-1.2615-2,사업개시,2023-05-15,2024-06-30
1016,2018-09-13,지안 발전소,997.92,제주특별자치도 서귀포시 표선면 가시리 2615번지 외2615-1.2615-2,사업개시,2023-05-15,2024-06-30
1017,2018-09-13,케이앤더블유에너지,696.42,제주특별자치도 서귀포시 안덕면 감산리 1645-1 외1648,사업개시,2019-08-22,2024-06-30
1018,2018-09-13,MY 태양광발전소,458.16,제주특별자치도 서귀포시 성산읍 삼달리 2083번지,사업개시,2021-12-27,2024-06-30
1019,2018-09-13,태성메가솔라 태양광발전소,441.6,제주특별자치도 서귀포시 성산읍 삼달리 2083번지,사업개시,2021-12-27,2024-06-30
1020,2018-09-13,갯거리 태양광발전소,98.56,제주특별자치도 제주시 한림읍 금악리 2505-11 외2505-10,사업개시,2021-01-26,2024-06-30
1021,2018-09-13,재성4호 태양광발전소,99.36,제주특별자치도 제주시 애월읍 봉성리 2383번지,사업개시,2020-11-24,2024-06-30
1022,2018-09-13,금오름 태양광발전소,428.22,제주특별자치도 제주시 한림읍 금악리 2913번지,사업개시,2021-02-04,2024-06-30
1023,2018-09-13,재성3호 태양광발전소,99.36,제주특별자치도 제주시 애월읍 봉성리 2383-8,사업개시,2020-11-24,2024-06-30
1024,2018-09-13,에스제이3호 태양광발전소,491.4,제주특별자치도 제주시 한림읍 상대리 133-1 .132-2,사업개시,2020-10-29,2024-06-30
1025,2018-09-13,에스제이4호 태양광발전소,405,제주특별자치도 제주시 한림읍 상대리 133번지 .132-2,사업개시,2020-10-29,2024-06-30
1026,2018-09-13,웅 태양광발전소,99.68,제주특별자치도 제주시 한림읍 금악리 1600-1,사업개시,2021-12-21,2024-06-30
1027,2018-09-13,금강태양광발전소,648,제주특별자치도 제주시 한림읍 금능리 2266번지 외2267.2268.2269.2270.2271.2272.2273.2274.2275.2279.2280.2281.2282,사업개시,2021-03-09,2024-06-30
1028,2018-09-13,금한 태양광발전소,712.8,제주특별자치도 제주시 한림읍 금능리 2254번지 외2255.2256.2257.2258.2260.2285,사업개시,2021-03-09,2024-06-30
1029,2018-09-13,주식회사 휴 태양광발전소,983.34,제주특별자치도 제주시 애월읍 어음리 1752번지 외10필지,사업개시,2020-09-07,2024-06-30
1030,2018-09-13,주식회사 삼영 태양광발전소,899.1,제주특별자치도 제주시 애월읍 어음리 1751번지 외1752.1752-1.1759-1.1761.1763.1764.1767.1769.1770,사업개시,2020-09-07,2024-06-30
1031,2018-09-13,와이앤케이에너지1호 태양광발전소,267.03,제주특별자치도 제주시 한경면 고산리 41-2 외41-4.27-2,사업개시,2021-04-23,2024-06-30
1032,2018-09-13,제이앤씨에너지2호 태양광발전소,267.03,제주특별자치도 제주시 한경면 고산리 41번지 .27-3,사업개시,2021-04-23,2024-06-30
1033,2018-09-13,이광쏠라 태양광발전소,999,제주특별자치도 서귀포시 성산읍 삼달리 1735번지,사업개시,2020-03-24,2024-06-30
1034,2018-09-14,세훈 태양광발전소,300.6,제주특별자치도 서귀포시 성산읍 삼달리 96-6,사업개시,2019-06-29,2024-06-30
