NO,허가일자,상호,설비용량(KW),설치장소,상태,사업개시일,데이터기준일자
192,2013-12-23,따라비태양광발전소,294,제주특별자치도 제주시 애월읍 광령리 605번지 7호,사업개시,2017-03-03,2024-06-30
193,2013-12-23,기헌태양광발전소,99.12,제주특별자치도 서귀포시 대정읍 영락리 1405번지 1호,사업개시,2014-07-23,2024-06-30
194,2013-12-23,(주)다쓰테크 가시리태양광발전소,1999.2,제주특별자치도 서귀포시 표선면 가시리 3472번지 3473,사업개시,2014-06-26,2024-06-30
195,2013-12-31,서광무릉2 태양광발전소,555.91,제주특별자치도 서귀포시 대정읍 무릉리 268번지 1호 270-1. 271. 272. 272-1. 276,사업개시,2014-05-29,2024-06-30
196,2013-12-31,서광그린파워(주)(서광무릉 태양광발전소),519.79,제주특별자치도 서귀포시 대정읍 무릉리 273번지 274. 275. 276-1. 277. 278. 279. 280,사업개시,2014-05-29,2024-06-30
197,2013-12-31,일맥태양광발전소,64.9,제주특별자치도 서귀포시 대정읍 영락리 2027번지 12호,사업개시,2014-06-06,2024-06-30
198,2013-12-31,동화태양광발전소,64.9,제주특별자치도 서귀포시 대정읍 영락리 2027번지 10호,사업개시,2014-06-06,2024-06-30
199,2014-01-02,서광그린파워(주)(서광동일 태양광발전소),549.88,제주특별자치도 서귀포시 대정읍 동일리 1128번지 1128-1. 1129,사업개시,2014-05-29,2024-06-30
200,2014-01-02,서광그린파워(주)(서광신도 태양광발전소),299.72,제주특별자치도 서귀포시 대정읍 신도리 991번지 1호 991-7. 991-8. 992-1,사업개시,2014-05-16,2024-06-30
201,2014-01-02,(주)대은계전((주)대은계전 태양광발전소),30,제주특별자치도 제주시 첨단로8길 86-2. 1층 (영평동),사업개시,2014-06-26,2024-06-30
202,2014-01-22,(주)티아이솔라7(상모1호기),280,제주특별자치도 서귀포시 대정읍 상모리 507번지 1호,사업개시,2014-09-03,2024-06-30
203,2014-01-22,(주)나눔태양광(영락),480,제주특별자치도 서귀포시 대정읍 영락리 1880번지 1호,사업개시,2014-09-03,2024-06-30
204,2014-01-22,(주)동진태양광,500,제주특별자치도 서귀포시 대정읍 영락리 1744번지 2호 1744-6. 1745-1,사업개시,2014-12-04,2024-06-30
205,2014-01-22,해광태양광발전소,99,제주특별자치도 제주시 애월읍 상가리 871번지,사업개시,2015-05-16,2024-06-30
206,2014-01-22,알파 태양광발전소,99,제주특별자치도 제주시 애월읍 납읍리 1531번지,사업개시,2014-05-20,2024-06-30
207,2014-01-28,(주)은혜태양광발전,349.28,제주특별자치도 서귀포시 대정읍 무릉리 2355번지 3호 2356. 2357. 2358. 2319,사업개시,2014-10-08,2024-06-30
208,2014-02-05,(주)솔라텍코리아((주)솔라텍코리아 태양광발전소),467,제주특별자치도 서귀포시 대정읍 동일리 504번지 505,사업개시,2014-09-03,2024-06-30
209,2014-02-20,(주)티아이솔라7(상모2호기),450,제주특별자치도 서귀포시 대정읍 상모리 521번지 1호 521-4,사업개시,2014-05-29,2024-06-30
210,2014-03-04,성진 태양광발전소,99.12,제주특별자치도 서귀포시 대정읍 동일리 569번지,사업개시,2014-09-03,2024-06-30
211,2014-03-10,지영 태양광발전소,500.02,제주특별자치도 서귀포시 대정읍 무릉리 1901번지 1호,사업개시,2014-09-03,2024-06-30
212,2014-03-10,제주해맑음 태양광발전소,997.92,제주특별자치도 제주시 한림읍 명월리 141번지 142. 264. 266. 267. 270. 271. 272,사업개시,2017-09-08,2024-06-30
213,2014-03-10,(주)지상(제주빛나라 태양광발전소),498.96,제주특별자치도 제주시 한림읍 명월리 270번지 141. 142. 143. 264. 267. 272,사업개시,2017-09-08,2024-06-30
214,2014-03-11,명월리발전소2호기,99,제주특별자치도 제주시 한림읍 명월리 198번지,사업개시,2017-12-20,2024-06-30
215,2014-03-11,명월리발전소1호기,99,제주특별자치도 제주시 한림읍 명월리 198번지,사업개시,2017-12-20,2024-06-30
216,2014-03-18,매고1호태양광발전소,99,제주특별자치도 제주시 한경면 조수리 661번지,사업개시,2014-10-08,2024-06-30
217,2014-03-18,문보태양광발전소,99,제주특별자치도 제주시 한경면 조수리 670번지 6호 671-1번지. 683-1번지,사업개시,2019-04-15,2024-06-30
218,2014-03-18,범호태양광발전소,99,제주특별자치도 제주시 한경면 조수리 670번지 6호 671,사업개시,2015-01-21,2024-06-30
219,2014-03-18,문영태양광발전소,60,제주특별자치도 서귀포시 남원읍 태위로2번길 16,사업개시,2014-08-01,2024-06-30
220,2014-03-19,인다2호태양광발전소,99,제주특별자치도 서귀포시 대정읍 무릉리 3622번지 4호,사업개시,2014-09-30,2024-06-30
221,2014-03-20,(주)영락태양광((주)영락태양광발전소),300,제주특별자치도 서귀포시 대정읍 영락리 1304번지 2호 1343-3,사업개시,2014-10-08,2024-06-30
222,2014-03-21,광령태양광발전소,291.2,제주특별자치도 제주시 애월읍 광령리 605번지 2호,사업개시,2017-03-03,2024-06-30
223,2014-03-21,(주)제주청산태양광,400,제주특별자치도 서귀포시 대정읍 상모리 2172번지 1호,사업개시,2015-02-28,2024-06-30
224,2014-04-04,백일태양광,97.2,제주특별자치도 서귀포시 대정읍 일과리 814번지,사업개시,2014-10-02,2024-06-30
225,2014-04-04,백일에너지,97.2,제주특별자치도 서귀포시 대정읍 일과리 814번지 1호,사업개시,2014-09-17,2024-06-30
226,2014-04-04,준태양광발전소,99.37,제주특별자치도 제주시 조천읍 와산리 537번지 1호,사업개시,2014-09-02,2024-06-30
227,2014-04-04,넥스트솔라,96.72,제주특별자치도 제주시 용담이동 2597번지 4호 2621-21,사업개시,2014-07-15,2024-06-30
228,2014-04-04,자농태양광발전소,60,제주특별자치도 서귀포시 동홍동 844번지 2호 845-1,사업개시,2014-08-01,2024-06-30
229,2014-04-07,우주태양광발전소,98.28,제주특별자치도 제주시 한림읍 귀덕리 455번지 2호,사업개시,2014-12-16,2024-06-30
230,2014-04-07,(주)상모태양광발전,321.6,제주특별자치도 서귀포시 대정읍 상모리 892번지 892-1. 896,사업개시,2015-03-09,2024-06-30
231,2014-04-07,위미태양광발전소,495.9,제주특별자치도 서귀포시 남원읍 위미리 1187번지,사업개시,2014-08-27,2024-06-30
232,2014-04-07,제주하예1호태양광발전소,495,제주특별자치도 서귀포시 하예동 1654번지 1657-2. 1673. 1666. 1667,사업개시,2014-09-02,2024-06-30
233,2014-04-07,(주)태원(태원태양광발전소),850,제주특별자치도 서귀포시 남원읍 위미리 2247번지 2271. 2272. 2271-1,사업개시,2015-03-05,2024-06-30
234,2014-04-07,(주)서귀포태양광발전소,1803.6,제주특별자치도 서귀포시 남원읍 한남리 973번지,사업개시,2014-10-17,2024-06-30
235,2014-04-07,(주)제주태양광발전소,999,제주특별자치도 서귀포시 남원읍 한남리 972번지 973,사업개시,2014-10-17,2024-06-30
236,2014-04-07,다니엘태양광발전소,496,제주특별자치도 서귀포시 남원읍 신흥리 2169번지 2225,사업개시,2017-04-21,2024-06-30
237,2014-04-08,(주)다쓰테크 성읍리태양광발전소,859.5,제주특별자치도 서귀포시 표선면 성읍리 1291번지 1297,사업개시,2015-05-25,2024-06-30
238,2014-05-15,귀빈 태양광발전소,49.98,제주특별자치도 제주시 한림읍 한림해안로 160,사업개시,2014-09-17,2024-06-30
239,2014-05-15,진송태양광발전소,350,제주특별자치도 서귀포시 대정읍 동일리 841번지 842,사업개시,2015-02-04,2024-06-30
240,2014-05-15,진희태양광발전소,99.45,제주특별자치도 제주시 한경면 조수리 2040번지 1호,사업개시,2014-09-17,2024-06-30
241,2014-05-15,(유)골드선 태양광발전소,1602,제주특별자치도 서귀포시 남원읍 위미리 산 100번지,사업개시,2014-10-10,2024-06-30
242,2014-05-15,(유)호천 태양광발전소,516,제주특별자치도 서귀포시 남원읍 위미리 산 101번지 2호 3748. 3749-1. 산100,사업개시,2014-10-16,2024-06-30
243,2014-05-15,우람태양광발전소,99,제주특별자치도 서귀포시 안덕면 덕수리 2852번지,사업개시,2015-01-21,2024-06-30
244,2014-05-26,천부태양광발전소,99,제주특별자치도 서귀포시 표선면 세화리 2090번지 1호 2090-3,사업개시,2014-11-17,2024-06-30
245,2014-05-26,뉴럴태양광발전소,40,제주특별자치도 서귀포시 대정읍 무릉리 1397번지 3호,사업개시,2015-01-21,2024-06-30
246,2014-06-03,행원햇빛태양광발전소,99,제주특별자치도 제주시 구좌읍 행원리 2330번지,사업개시,2014-10-31,2024-06-30
247,2014-06-03,몽치 태양광발전소,99.36,제주특별자치도 서귀포시 남원읍 남원리 1590-5,사업개시,2020-09-29,2024-06-30
248,2014-06-03,동일에스이피태양광발전소,99,제주특별자치도 서귀포시 표선면 세화리 1805번지,사업개시,2014-11-17,2024-06-30
249,2014-06-03,주식회사 탑인프라보현,815.36,제주특별자치도 서귀포시 안덕면 덕수리 374번지 .321번지.320번지,사업개시,2015-07-02,2024-06-30
250,2014-06-03,Jin's2태양광발전소,290,제주특별자치도 서귀포시 대정읍 무릉리 3370번지 1호,사업개시,2015-04-21,2024-06-30
251,2014-06-25,삼우태양광발전,360,제주특별자치도 서귀포시 대정읍 상모리 2326번지 .2302-1번지,사업개시,2015-02-28,2024-06-30
252,2014-06-25,수정태양광발전소,350,제주특별자치도 서귀포시 대정읍 동일리 2150번지,사업개시,2015-04-21,2024-06-30
253,2014-06-25,파워택태양광발전소,99,제주특별자치도 서귀포시 표선면 세화리 1805번지 1호,사업개시,2014-11-17,2024-06-30
254,2014-06-25,(주)다쓰테크 성읍리제2태양광발전소,1238.4,제주특별자치도 서귀포시 표선면 성읍리 3093번지,사업개시,2015-02-24,2024-06-30
255,2014-06-30,행원햇빛2호태양광발전소,40,제주특별자치도 제주시 구좌읍 행원리 2330번지 15호,사업개시,2015-01-09,2024-06-30
256,2014-06-30,닥모루태양광발전소,99,제주특별자치도 제주시 한경면 저지리 2806번지,사업개시,2015-04-21,2024-06-30
257,2014-06-30,햇살가득 태양광발전소,99,제주특별자치도 서귀포시 대정읍 무릉리 3347번지 1호,사업개시,2015-07-30,2024-06-30
258,2014-06-30,빛나리1호태양광발전소,99,제주특별자치도 서귀포시 대정읍 무릉리 3347번지,사업개시,2015-08-03,2024-06-30
259,2014-06-30,원선태양광발전소,98,제주특별자치도 서귀포시 남원읍 수망리 104번지,사업개시,2015-04-18,2024-06-30
260,2014-06-30,나할라태양광발전소,98.8,제주특별자치도 서귀포시 남원읍 수망리 104-1,사업개시,2015-04-18,2024-06-30
261,2014-06-30,승엽에너지,98,제주특별자치도 서귀포시 남원읍 수망리 104-4,사업개시,2015-04-18,2024-06-30
262,2014-06-30,동엽에너지,98,제주특별자치도 서귀포시 남원읍 수망리 104-3,사업개시,2015-04-18,2024-06-30
263,2014-06-30,소현태양광발전소,98,제주특별자치도 서귀포시 남원읍 수망리 104-2,사업개시,2015-04-18,2024-06-30
264,2014-06-30,에스에이티태양광발전소,98,제주특별자치도 서귀포시 남원읍 수망리 104-5,사업개시,2015-04-18,2024-06-30
265,2014-06-30,혜성태양광발전소,96.39,제주특별자치도 제주시 한림읍 상대리 3451번지,사업개시,2017-07-04,2024-06-30
266,2014-06-30,은빈냉동태양광발전소,99,제주특별자치도 서귀포시 토평동 3275번지 5호,사업개시,2014-09-15,2024-06-30
267,2014-07-10,우람2호태양광발전소,99,제주특별자치도 서귀포시 안덕면 덕수리 2852번지 4호,사업개시,2015-01-21,2024-06-30
268,2014-07-10,(주)금학전기(금학일태양광발전소),1496.88,제주특별자치도 서귀포시 남원읍 수망리 659번지 6호,사업개시,2015-12-25,2024-06-30
269,2014-07-10,(주)금학전기(금학이태양광발전소),837,제주특별자치도 서귀포시 남원읍 수망리 산 83번지 1호,사업개시,2016-07-14,2024-06-30
270,2014-07-28,서영1호 태양광발전소,99.3,제주특별자치도 제주시 해안동 2813-4,사업개시,2017-09-14,2024-06-30
271,2014-07-28,청마11호태양광발전소,99.3,제주특별자치도 제주시 해안동 산 190번지 2호,사업개시,2017-09-14,2024-06-30
272,2014-07-28,서진9호태양광발전소,99.3,제주특별자치도 제주시 해안동 산 190번지 2호,사업개시,2019-03-21,2024-06-30
273,2014-07-28,청마10호태양광발전소,99.3,제주특별자치도 제주시 해안동 산 190번지 2호,사업개시,2017-09-14,2024-06-30
274,2014-07-28,서영2호 태양광발전소,99.3,제주특별자치도 제주시 해안동 2813-5,사업개시,2017-09-14,2024-06-30
275,2014-08-13,이레태양광발전소,99,제주특별자치도 서귀포시 대정읍 무릉리 3370번지 3호,사업개시,2015-04-21,2024-06-30
276,2014-08-13,예스에너지,99,제주특별자치도 서귀포시 대정읍 동일리 883번지 3호,사업개시,2015-04-09,2024-06-30
277,2014-08-13,알파에너지,99,제주특별자치도 서귀포시 대정읍 동일리 883번지 5호,사업개시,2015-04-21,2024-06-30
278,2014-09-01,이호동오도마을회2호,30,제주특별자치도 제주시 대동길 32 (이호이동),사업개시,2014-11-18,2024-06-30
279,2014-09-02,고산2호탱양광발전소,99,제주특별자치도 제주시 한경면 고산리 3134번지 1호,사업개시,2015-07-28,2024-06-30
280,2014-09-02,고산3호태양광발전소,99,제주특별자치도 제주시 한경면 고산리 3134번지 1호,사업개시,2015-07-28,2024-06-30
281,2014-09-02,고산1호 태양광발전소,99,제주특별자치도 제주시 한경면 고산리 3134번지 1호,사업개시,2015-07-28,2024-06-30
282,2014-09-02,유성태양광발전소,99,제주특별자치도 서귀포시 표선면 세화리 1806번지 1호,사업개시,2015-03-12,2024-06-30
283,2014-09-02,명월3호태양광발전소,99,제주특별자치도 제주시 한림읍 명월리 1032번지,사업개시,2015-05-05,2024-06-30
284,2014-09-02,남순 태양광발전소,40,제주특별자치도 서귀포시 장수로87번길 88 (서홍동),사업개시,2015-04-01,2024-06-30
285,2014-09-02,JJ태양광발전소,220.2,제주특별자치도 제주시 구좌읍 동복리 1105번지,사업개시,2018-12-03,2024-06-30
286,2014-09-19,(주)가시리태양광,1501.02,제주특별자치도 서귀포시 표선면 가시리 산 68번지,사업개시,2017-03-09,2024-06-30
287,2014-09-19,(주)한솔태양광,2996.46,제주특별자치도 서귀포시 표선면 가시리 산 68번지,사업개시,2017-03-09,2024-06-30
288,2014-09-19,한국탄소배출권 거래소(주),2988,제주특별자치도 서귀포시 표선면 가시리 산 68번지,사업개시,2017-03-10,2024-06-30
289,2014-09-19,(주)미래에너지제주,2988,제주특별자치도 서귀포시 표선면 가시리 산 68번지,사업개시,2017-03-10,2024-06-30
290,2014-09-25,제이엠태양광발전소,98,제주특별자치도 제주시 한경면 판포리 352번지 1호,사업개시,2015-09-17,2024-06-30
291,2014-09-25,세경발전소,24,제주특별자치도 서귀포시 하효동 505번지,사업개시,2015-02-09,2024-06-30
292,2014-09-25,화선태양광발전소,99,제주특별자치도 제주시 도평동 1333번지,사업개시,2015-08-27,2024-06-30
293,2014-10-02,광명전력태양광발전소,99,제주특별자치도 제주시 한림읍 상대리 2517번지 1호,사업개시,2015-05-20,2024-06-30
294,2014-10-02,보능태양광발전소,99,제주특별자치도 제주시 구좌읍 행원리 2589번지 18호,사업개시,2015-07-01,2024-06-30
295,2014-10-02,봉룡태양광발전소,99,제주특별자치도 제주시 구좌읍 2589번지,사업개시,2015-07-01,2024-06-30
